"","Indnum","Com_1","Com_2","Com_3","Com_4","Com_5","Com_6","Com_7","Com_8","Com_9","Com_10","Com_11","Com_12","Com_13","Com_14","Com_15","Com_16","Com_17","Com_18","Com_19","Com_20","Com_21","Com_22","Com_23","Com_24","Com_25","Com_26","Com_27"
"919",919,5,2,0,16,47,18,0,23,19,1,1,0,12,2,0,58,4956,0,180,16,0,21,23,0,0,0,2
"920",920,5,2,0,78,50,17,3,24,0,3,1,0,16,2,0,62,4270,0,156,6,32,23,27,0,0,0,2
"921",921,5,14,0,15,38,15,0,22,0,3,2,0,11,2,0,58,2680,0,163,6,0,17,24,0,0,1,1
"922",922,11,2,0,84,34,10,0,23,0,2,2,0,13,1,0,64,4150,0,152,12,38,24,24,0,0,0,0
"923",923,13,5,0,81,41,15,0,20,0,2,2,0,13,2,0,58,4531,0,461,14,0,17,19,2,0,0,1
"924",924,11,3,0,69,34,11,0,18,0,11,1,20,16,1,0,61,3949,270,155,11,0,25,18,0,0,0,0
"925",925,8,5,0,9,37,10,0,20,0,2,2,0,15,2,0,60,3328,0,220,12,21,21,23,0,6,0,1
"926",926,3,2,0,10,38,10,0,25,0,4,1,0,11,1,0,58,3947,0,162,8,0,19,18,0,0,0,2
"927",927,3,2,0,9,29,7,0,17,16,2,2,0,15,1,0,64,3189,0,346,6,0,24,20,2,0,0,1
"928",928,3,2,0,7,30,8,0,17,0,1,2,0,11,2,0,60,4123,0,567,10,0,25,26,0,0,0,1
"929",929,10,2,0,8,41,17,0,21,0,4,2,0,16,2,0,59,3809,0,211,18,23,25,27,0,0,0,2
"930",930,12,3,0,10,40,11,0,25,0,3,1,0,12,2,0,64,2615,0,156,20,0,16,17,4,0,0,1
"931",931,8,2,0,87,42,10,0,28,0,3,1,0,11,2,0,62,2849,0,194,12,23,25,26,0,7,0,2
"932",932,13,4,0,14,41,11,0,23,0,1,2,0,13,2,0,61,2693,0,184,7,21,24,19,0,0,0,2
"933",933,14,4,0,93,43,20,0,17,0,4,1,0,16,2,0,61,3634,0,154,13,0,20,18,0,0,0,1
"934",934,10,3,0,69,32,8,0,17,0,1,1,0,16,2,0,61,3413,0,217,17,0,23,22,0,0,0,2
"935",935,3,1,0,75,38,15,0,17,0,3,6,0,12,1,0,61,4786,0,381,8,0,16,19,0,0,0,2
"936",936,11,1,0,42,28,11,0,16,0,1,1,0,16,1,0,62,3711,0,211,17,39,23,26,0,0,0,2
"937",937,11,3,0,15,45,17,0,26,0,2,2,0,15,1,0,61,4124,0,201,18,25,25,18,0,0,0,1
"938",938,7,2,0,93,31,12,0,16,0,3,2,0,16,2,0,61,2698,0,211,14,0,20,20,0,4,0,1
"939",939,10,2,12,14,51,20,0,28,0,4,1,0,13,1,0,60,5107,0,146,10,0,24,27,0,0,0,1
"940",940,5,1,0,57,47,18,0,23,0,4,1,0,13,2,0,58,4638,0,140,9,0,21,23,0,0,0,0
"941",941,3,3,0,87,43,13,0,24,0,4,2,0,15,2,0,58,3794,0,210,20,26,24,19,0,0,0,1
"942",942,15,5,0,15,33,5,0,23,0,2,2,0,15,2,0,60,3037,270,181,15,30,24,27,0,0,0,2
"943",943,4,3,0,10,45,11,0,26,0,1,2,0,13,2,0,60,5185,0,201,10,0,20,26,0,0,0,1
"944",944,10,2,0,75,35,6,0,22,0,3,1,0,16,1,0,59,5047,0,176,16,0,24,27,0,0,0,2
"945",945,2,2,0,14,39,12,0,21,0,3,2,0,12,2,0,64,5083,0,141,17,0,21,20,0,0,0,2
"946",946,4,2,0,13,41,19,0,17,0,1,6,0,16,1,0,59,2888,0,133,14,0,20,26,0,0,0,2
"947",947,11,5,0,60,34,8,0,18,0,1,1,0,16,1,0,64,4609,0,212,12,0,23,18,0,0,0,1
"948",948,12,5,0,15,45,13,0,28,20,4,4,0,15,1,0,60,4352,0,213,11,0,20,28,0,0,0,2
"949",949,4,4,0,9,38,16,0,21,0,2,1,0,16,2,78,60,3365,0,199,10,0,21,17,0,8,0,0
"950",950,4,2,0,39,47,15,0,28,0,2,2,0,13,1,0,63,3332,0,220,7,28,23,21,0,0,0,2
"951",951,4,1,0,16,36,11,0,20,0,1,1,0,16,1,0,62,3874,0,175,6,0,25,27,0,0,0,1
"952",952,11,4,0,72,27,5,0,17,0,4,1,0,12,1,0,60,4914,0,172,6,0,23,18,0,0,0,1
"953",953,11,4,0,84,46,16,0,24,0,4,2,0,11,1,0,64,4857,264,140,11,20,20,28,0,0,0,1
"954",954,8,1,0,16,43,10,0,27,0,3,1,0,16,1,0,59,3033,0,145,7,0,21,18,0,0,0,1
"955",955,11,1,0,36,42,20,0,19,0,1,1,0,16,1,0,60,2743,0,216,8,16,16,21,0,0,0,2
"956",956,3,3,0,87,35,16,0,18,0,3,2,0,16,1,0,60,2712,0,231,19,32,25,19,0,0,0,0
"957",957,11,4,0,13,36,7,0,25,0,3,2,0,11,2,0,58,2793,296,190,10,0,20,20,0,0,0,2
"958",958,9,3,0,8,27,9,0,17,0,4,1,0,11,1,0,64,3425,0,142,17,0,17,18,0,0,0,1
"959",959,7,2,0,11,27,9,0,16,0,3,1,0,16,2,0,58,4909,0,156,15,38,19,19,0,0,0,1
"960",960,6,5,0,12,47,20,0,25,0,2,2,0,11,1,0,61,4912,0,130,19,0,24,26,0,0,0,1
"961",961,8,3,0,66,41,9,0,28,0,3,2,0,16,1,0,61,3655,0,224,11,39,17,28,0,0,0,2
"962",962,7,2,0,63,41,12,0,27,0,4,1,19,13,1,0,59,2938,283,205,11,0,21,18,0,8,0,0
"963",963,8,5,0,51,39,18,0,21,0,2,3,0,16,1,0,58,4387,0,446,9,39,17,27,0,0,0,2
"964",964,9,3,0,13,33,6,0,22,0,3,1,0,16,1,0,64,2845,0,139,7,0,25,28,0,0,0,0
"965",965,5,3,0,15,31,7,0,21,0,4,1,0,13,1,0,60,3404,0,184,19,24,21,28,0,4,0,1
"966",966,9,4,0,12,43,17,0,22,0,3,2,0,13,1,0,61,3308,0,583,5,0,24,23,0,6,0,0
"967",967,7,2,0,39,44,14,0,26,0,3,1,0,12,2,0,61,4985,0,158,11,36,19,22,0,0,0,2
"968",968,11,2,0,12,47,13,0,26,0,1,2,0,12,1,0,63,4445,0,133,19,0,19,17,0,0,0,2
"969",969,12,4,0,9,49,17,0,26,0,2,1,0,13,2,0,62,2866,0,481,7,33,20,22,0,0,0,2
"970",970,7,2,0,90,31,9,0,20,0,4,2,0,13,1,0,59,3035,220,207,10,0,20,19,3,0,0,2
"971",971,5,4,0,15,39,11,0,24,0,3,1,0,13,2,0,59,4305,0,476,18,0,19,23,0,0,0,2
"972",972,5,1,0,16,36,6,0,24,0,1,1,21,11,2,0,60,4422,0,160,19,17,24,22,0,0,0,1
"973",973,4,1,0,7,37,10,0,25,0,3,6,19,11,2,0,62,3583,0,226,7,0,21,22,0,0,0,0
"974",974,3,2,0,13,38,13,0,25,0,4,1,0,16,2,0,61,4316,0,165,15,0,17,25,0,0,0,0
"975",975,6,2,0,12,33,5,0,23,0,1,2,0,13,2,0,63,5034,0,195,13,24,21,20,0,0,0,1
"976",976,3,1,0,9,37,8,0,25,0,4,2,0,16,1,0,58,3451,0,507,7,19,24,26,3,6,0,1
"977",977,10,2,0,39,32,7,0,22,0,2,6,0,13,1,0,62,5177,0,189,10,0,19,17,0,0,0,0
"978",978,3,2,3,7,48,14,0,28,0,3,1,0,15,2,0,61,4953,0,139,12,0,25,17,3,0,0,0
"979",979,3,1,0,10,40,13,0,25,0,2,2,0,13,2,0,60,3351,0,143,11,29,17,21,0,0,0,2
"980",980,6,5,0,12,47,20,0,26,0,4,2,0,16,1,77,60,4970,0,183,16,0,21,22,0,0,0,1
"981",981,10,2,0,96,36,18,0,17,0,3,1,0,12,1,0,63,5042,0,145,18,33,23,25,6,0,0,0
"982",982,10,4,0,14,31,14,0,17,0,1,2,0,13,1,0,58,4073,0,131,7,29,20,17,0,0,0,1
"983",983,3,3,0,84,39,14,0,24,0,1,1,0,15,2,0,60,4959,345,149,9,34,17,23,0,0,0,2
"984",984,3,1,0,7,45,14,0,24,0,4,1,0,13,1,0,59,4506,0,176,8,17,16,21,0,0,0,0
"985",985,13,4,0,12,35,5,0,26,0,4,1,0,13,1,0,63,2747,0,214,14,0,19,22,0,7,0,2
"986",986,7,4,0,13,47,18,0,27,0,4,2,0,12,1,0,64,3098,0,200,11,32,24,24,0,0,2,2
"987",987,11,5,0,9,27,8,0,17,0,3,2,0,13,1,0,62,3356,237,400,11,0,17,25,0,0,0,1
"988",988,7,1,0,8,40,9,0,24,0,1,2,0,12,2,0,63,3787,0,215,13,0,16,20,0,0,0,1
"989",989,1,1,0,8,48,16,0,28,0,3,2,0,13,1,0,60,3052,0,164,15,24,23,20,0,0,2,1
"990",990,10,5,12,12,30,8,0,17,0,1,2,0,16,2,0,64,3227,0,201,18,23,16,20,0,0,0,1
"991",991,9,3,0,8,42,9,0,27,0,3,2,0,13,2,0,64,4782,339,144,20,0,19,25,0,0,0,2
"992",992,12,2,0,9,35,8,0,22,0,3,1,0,15,2,0,61,2719,0,202,19,0,25,21,0,6,0,1
"993",993,11,1,0,12,32,6,0,25,17,4,2,0,12,1,0,60,3928,0,208,18,36,25,20,0,0,0,0
"994",994,12,4,0,12,42,15,0,20,0,4,2,0,12,2,0,63,4527,0,142,19,36,25,20,0,0,1,1
"995",995,13,3,0,11,52,20,0,25,0,4,2,0,12,1,0,62,3332,0,172,12,0,21,23,0,8,0,1
"996",996,10,3,0,11,46,11,0,27,0,2,1,0,12,1,0,63,4703,0,191,13,26,19,22,0,4,0,0
"997",997,5,2,0,13,37,8,0,26,0,1,1,0,12,1,0,61,4277,0,132,18,0,24,19,0,0,2,1
"998",998,5,1,9,63,40,12,0,26,0,2,2,0,6,2,0,61,3098,0,162,16,20,23,22,0,0,0,2
"999",999,9,4,0,16,32,7,0,21,0,2,1,19,15,2,0,63,2867,0,135,17,30,24,25,0,0,0,1
"1000",1000,12,4,0,16,32,8,0,18,0,3,2,0,12,1,0,59,5039,0,168,16,33,21,26,0,5,0,0
"1001",1001,6,1,0,72,36,16,0,19,0,2,1,0,15,2,0,63,3516,0,141,12,33,20,17,0,0,0,0
"1002",1002,2,1,0,48,40,12,0,21,0,2,1,0,16,2,0,64,4116,0,162,6,0,21,26,0,7,0,1
